index,ellipse_angle_deg,ellipse_angle_derivative,motor_speed
20236,41.62,0.259999999999998,15.0
20293,42.7,1.2700000000000031,15.0
20359,41.98,2.8399999999999963,15.0
20434,38.27,0.9299999999999997,15.0
20452,40.12,2.8900000000000006,15.0
20472,39.13,1.6400000000000006,15.0
20509,41.62,3.509999999999998,15.0
20527,39.05,0.22999999999999687,15.0
20584,41.96,0.980000000000004,15.0
20620,44.94,2.5,15.0
20649,42.01,0.36999999999999744,15.0
20707,41.13,1.490000000000002,15.0
20752,39.48,1.7999999999999972,15.0
20791,41.02,3.8200000000000003,15.0
20827,40.29,0.7199999999999989,15.0
20893,41.95,2.3900000000000006,15.0
20977,43.86,3.1599999999999966,15.0
21031,43.81,0.38000000000000256,15.0
21079,42.09,0.4000000000000057,15.0
21106,41.48,2.059999999999995,15.0
21138,40.18,2.4200000000000017,15.0
21177,40.62,0.3299999999999983,15.0
21205,37.66,0.37999999999999545,15.0
21223,38.01,1.6299999999999955,15.0
21271,39.0,0.9299999999999997,15.0
21310,40.7,3.440000000000005,15.0
21367,42.08,2.8999999999999986,15.0
21442,43.78,0.7000000000000028,15.0
21490,43.41,3.1599999999999966,15.0
21517,40.01,2.460000000000001,15.0
21537,39.46,0.7700000000000031,15.0
21592,40.89,2.799999999999997,15.0
21621,40.06,5.5,15.0
21676,40.99,2.0700000000000003,15.0
21715,37.99,1.1000000000000014,15.0
21826,43.78,1.3100000000000023,15.0
21874,42.18,0.9500000000000028,15.0
21913,41.0,1.9399999999999977,15.0
21942,41.45,1.1000000000000014,15.0
22000,39.75,1.6400000000000006,15.0
22039,38.66,0.36999999999999744,15.0
22057,41.62,4.409999999999997,15.0
22095,39.82,1.2800000000000011,15.0
22123,39.6,1.8500000000000014,15.0
22161,38.71,2.700000000000003,15.0
22245,46.21,1.3999999999999986,15.0
22323,42.29,0.240000000000002,15.0
22362,44.93,4.18,15.0
22411,37.66,1.6299999999999955,15.0
22438,39.41,0.6399999999999935,15.0
22497,41.78,1.1300000000000026,15.0
22525,37.14,0.9399999999999977,15.0
22554,41.71,4.200000000000003,15.0
22593,41.1,0.5300000000000011,15.0
22630,46.41,3.719999999999999,15.0
22680,43.02,3.5500000000000043,15.0
22736,43.93,1.1300000000000026,15.0
22775,39.17,2.6700000000000017,15.0
22803,43.95,2.1799999999999997,15.0
22862,40.88,0.5100000000000051,15.0
22911,38.14,0.8200000000000003,15.0
22940,40.36,2.8800000000000026,15.0
22986,41.64,1.9399999999999977,15.0
23043,45.52,2.3000000000000043,15.0
23141,44.26,4.489999999999995,15.0
23189,39.51,0.8999999999999986,15.0
23208,40.45,2.9200000000000017,15.0
23235,41.7,3.6700000000000017,15.0
23295,42.11,0.1599999999999966,15.0
23322,43.36,0.8999999999999986,15.0
23369,38.48,1.7899999999999991,15.0
23397,43.49,0.8900000000000006,15.0
23444,46.62,1.8099999999999952,15.0
23492,42.21,1.4200000000000017,15.0
23529,43.53,2.1200000000000045,15.0
23568,40.53,0.9100000000000037,15.0
23607,39.46,4.539999999999999,15.0
23627,41.55,3.8200000000000003,15.0
23646,39.73,0.38999999999999346,15.0
23676,40.95,2.4100000000000037,15.0
23697,41.93,2.4099999999999966,15.0
23724,41.19,0.28999999999999915,15.0
23753,40.61,1.1199999999999974,15.0
23784,38.86,3.049999999999997,15.0
23841,46.14,2.049999999999997,15.0
23879,40.46,2.759999999999998,15.0
23918,43.74,0.5200000000000031,15.0
23946,39.64,1.009999999999998,15.0
23975,39.98,1.75,15.0
24003,42.99,6.200000000000003,15.0
24032,39.7,1.0200000000000031,15.0
24050,43.73,5.799999999999997,15.0
24087,40.99,1.5600000000000023,20.0
24117,43.94,4.259999999999998,20.0
24144,42.55,3.1099999999999994,20.0
24201,45.16,0.09999999999999432,20.0
24240,45.59,4.050000000000004,20.0
24258,44.43,2.3100000000000023,20.0
24318,46.07,3.0700000000000003,20.0
24336,43.06,0.46000000000000085,20.0
24375,44.67,3.1499999999999986,20.0
24395,42.36,0.7299999999999969,20.0
24434,45.41,3.729999999999997,20.0
24453,43.58,1.8399999999999963,20.0
24492,44.43,1.1499999999999986,20.0
24510,42.63,0.4299999999999997,20.0
24558,45.97,1.240000000000002,20.0
24576,44.85,2.0500000000000043,20.0
24636,42.94,0.36999999999999744,20.0
24733,44.77,0.6900000000000048,20.0
24752,45.21,1.9500000000000028,20.0
24800,45.08,2.8200000000000003,20.0
24830,45.0,2.1300000000000026,20.0
24849,43.49,2.700000000000003,20.0
24906,42.94,1.0499999999999972,20.0
24924,40.72,1.1499999999999986,20.0
24944,41.46,2.8599999999999994,20.0
25001,46.97,4.43,20.0
25038,47.29,4.039999999999999,20.0
25079,42.75,0.4299999999999997,20.0
25136,45.69,0.6899999999999977,20.0
25154,45.07,0.8699999999999974,20.0
25173,41.22,0.4799999999999969,20.0
25212,45.45,2.0400000000000063,20.0
25269,44.49,0.46999999999999886,20.0
25287,42.42,0.7800000000000011,20.0
25317,44.07,1.1400000000000006,20.0
25376,45.67,2.0799999999999983,20.0
25431,47.66,1.4499999999999957,20.0
25470,45.89,7.590000000000003,20.0
25509,45.8,3.3599999999999994,20.0
25530,43.26,0.4199999999999946,20.0
25560,44.19,0.4399999999999977,20.0
25628,44.53,0.7100000000000009,20.0
25664,43.62,2.8900000000000006,20.0
25692,42.64,0.5499999999999972,20.0
25710,46.33,5.109999999999999,20.0
25730,47.14,1.8699999999999974,20.0
25758,43.93,1.7299999999999969,20.0
25787,45.21,2.980000000000004,20.0
25854,44.93,1.4600000000000009,20.0
25923,46.42,0.8400000000000034,20.0
25950,41.57,1.2000000000000028,20.0
26028,48.82,2.3500000000000014,20.0
26057,43.1,0.37000000000000455,20.0
26076,46.51,5.1299999999999955,20.0
26124,45.71,3.5600000000000023,20.0
26162,42.55,1.0799999999999983,20.0
26210,44.52,0.15000000000000568,20.0
26274,46.64,1.2700000000000031,20.0
26304,44.63,4.1200000000000045,20.0
26333,48.61,6.109999999999999,20.0
26382,44.16,11.379999999999995,20.0
26402,46.43,3.3399999999999963,20.0
26433,45.38,2.4299999999999997,20.0
26511,48.1,3.6700000000000017,20.0
26562,44.03,3.5700000000000003,20.0
26583,44.14,3.1300000000000026,20.0
26621,45.56,3.3599999999999994,20.0
26668,45.74,1.7800000000000011,20.0
26744,45.43,0.14000000000000057,20.0
26783,48.06,3.8300000000000054,20.0
26870,47.27,1.2100000000000009,20.0
26945,47.66,2.319999999999993,20.0
27005,44.82,2.0900000000000034,20.0
27023,43.33,1.7399999999999949,20.0
27052,40.79,0.14999999999999858,20.0
27080,48.77,3.8500000000000014,20.0
27100,46.07,1.4699999999999989,20.0
27119,45.0,2.229999999999997,20.0
27167,43.99,2.270000000000003,20.0
27197,46.59,0.18000000000000682,20.0
27226,47.86,4.189999999999998,20.0
27263,45.72,3.1799999999999997,20.0
27313,46.25,0.6300000000000026,20.0
27332,45.67,0.9299999999999997,20.0
27391,48.46,5.240000000000002,20.0
27428,43.19,1.9600000000000009,20.0
27467,45.99,2.1799999999999997,20.0
27485,47.06,4.530000000000001,20.0
27524,49.04,0.03999999999999915,20.0
27563,46.65,2.039999999999999,20.0
27583,44.38,1.1500000000000057,20.0
27622,44.71,0.730000000000004,20.0
27641,42.16,0.0899999999999963,20.0
27668,40.99,0.9600000000000009,20.0
27707,50.92,2.030000000000001,20.0
27764,44.7,0.5,20.0
27794,45.44,2.8799999999999955,20.0
27869,47.97,0.030000000000001137,20.0
27927,45.93,0.5799999999999983,20.0
27956,44.22,2.6299999999999955,20.0
28013,46.61,0.9399999999999977,20.0
28064,47.8,0.21999999999999886,20.0
28111,46.99,4.520000000000003,20.0
28148,46.28,1.1200000000000045,20.0
28168,47.9,3.809999999999995,20.0
28247,45.39,0.46000000000000085,20.0
28286,47.44,5.619999999999997,20.0
28304,46.63,1.0600000000000023,20.0
28334,48.19,0.17999999999999972,20.0
28364,46.48,2.769999999999996,20.0
28403,44.76,0.18999999999999773,20.0
28462,52.33,2.710000000000001,20.0
28510,47.91,1.1399999999999935,20.0
28547,43.04,0.5700000000000003,20.0
28603,50.06,1.9000000000000057,20.0
28660,48.57,0.3500000000000014,20.0
28727,45.72,0.030000000000001137,20.0
28754,46.21,0.4299999999999997,20.0
28775,47.17,2.450000000000003,20.0
28834,47.17,2.480000000000004,20.0
28862,47.11,0.759999999999998,20.0
28892,47.82,5.219999999999999,20.0
28912,44.57,3.3900000000000006,20.0
28931,45.9,2.5,20.0
28997,45.93,0.240000000000002,20.0
29045,48.81,4.660000000000004,20.0
29077,50.26,1.8900000000000006,20.0
29152,49.17,3.0,20.0
29201,48.97,3.969999999999999,20.0
29228,48.93,3.299999999999997,20.0
29258,46.47,1.1999999999999957,20.0
29276,46.64,1.25,20.0
29297,45.72,2.1099999999999994,20.0
29351,45.88,0.23000000000000398,20.0
29396,48.94,2.710000000000001,20.0
29417,46.64,1.8599999999999994,20.0
29471,45.71,0.7100000000000009,20.0
29492,44.69,0.759999999999998,20.0
29530,49.45,3.3900000000000006,20.0
29558,45.33,0.9099999999999966,20.0
29576,45.48,1.2999999999999972,20.0
29606,48.3,3.1599999999999966,20.0
29633,47.88,0.6300000000000026,20.0
29660,45.0,3.759999999999998,20.0
29698,48.98,0.8299999999999983,20.0
29747,50.66,3.3699999999999974,20.0
29833,48.78,0.060000000000002274,20.0
29900,48.26,1.1999999999999957,20.0
29951,48.27,4.960000000000001,20.0
29980,46.31,2.789999999999999,20.0
29999,45.72,0.9699999999999989,20.0
30019,46.08,1.6700000000000017,20.0
30056,48.23,0.9199999999999946,20.0
30134,51.22,0.00999999999999801,25.0
30152,50.71,3.4399999999999977,25.0
30181,50.96,0.8200000000000003,25.0
30228,52.41,3.069999999999993,25.0
30266,51.93,1.9399999999999977,25.0
30286,44.02,2.5600000000000023,25.0
30314,48.04,0.6799999999999997,25.0
30344,51.88,5.550000000000004,25.0
30381,53.99,6.410000000000004,25.0
30412,51.81,2.230000000000004,25.0
30440,47.43,1.0,25.0
30497,49.4,1.009999999999998,25.0
30544,49.8,4.68,25.0
30564,49.41,3.049999999999997,25.0
30601,48.17,2.8800000000000026,25.0
30630,53.66,3.1399999999999935,25.0
30648,54.32,2.270000000000003,25.0
30676,47.37,0.1599999999999966,25.0
30694,47.83,1.6199999999999974,25.0
30724,50.97,4.039999999999999,25.0
30742,52.25,2.509999999999998,25.0
30789,47.77,0.5500000000000043,25.0
30817,48.84,1.75,25.0
30856,55.27,6.6200000000000045,25.0
30876,52.87,0.5700000000000003,25.0
30913,49.65,3.8900000000000006,25.0
30931,50.04,1.7199999999999989,25.0
30988,51.8,0.6899999999999977,25.0
31044,48.51,0.6199999999999974,25.0
31072,49.43,1.7100000000000009,25.0
31090,51.13,5.270000000000003,25.0
31123,53.73,1.6599999999999966,25.0
31171,49.38,0.75,25.0
31219,52.3,1.3499999999999943,25.0
31239,50.59,0.6700000000000017,25.0
31287,47.95,0.46000000000000085,25.0
31306,48.67,2.3999999999999986,25.0
31335,52.84,4.420000000000002,25.0
31354,51.9,1.9099999999999966,25.0
31372,52.63,4.410000000000004,25.0
31401,49.35,0.5700000000000003,25.0
31447,54.83,6.579999999999998,25.0
31468,51.39,0.980000000000004,25.0
31497,51.32,5.090000000000003,25.0
31525,50.54,1.240000000000002,25.0
31552,50.25,2.3400000000000034,25.0
31582,51.73,3.789999999999999,25.0
31609,51.42,0.19000000000000483,25.0
31656,51.53,1.6700000000000017,25.0
31675,50.34,3.6100000000000065,25.0
31696,52.82,4.350000000000001,25.0
31725,49.48,3.029999999999994,25.0
31828,56.43,7.200000000000003,25.0
31867,55.02,2.6400000000000006,25.0
31894,49.17,1.1600000000000037,25.0
31933,51.38,1.9600000000000009,25.0
31951,53.23,2.979999999999997,25.0
31989,47.63,1.7899999999999991,25.0
32080,54.96,2.950000000000003,25.0
32109,51.5,2.6099999999999994,25.0
32146,51.77,0.7600000000000051,25.0
32203,51.75,0.4099999999999966,25.0
32223,49.46,1.730000000000004,25.0
32250,52.43,5.060000000000002,25.0
32269,49.43,1.5700000000000003,25.0
32299,54.38,6.230000000000004,25.0
32328,54.25,1.8800000000000026,25.0
32346,53.65,1.3099999999999952,25.0
32374,53.05,2.5799999999999983,25.0
32404,50.48,4.669999999999995,25.0
32422,49.88,0.6400000000000006,25.0
32449,51.75,0.75,25.0
32469,50.3,0.3299999999999983,25.0
32506,50.74,0.2600000000000051,25.0
32578,56.26,1.0899999999999963,25.0
32598,53.45,3.6600000000000037,25.0
32619,52.54,2.049999999999997,25.0
32667,53.16,4.1299999999999955,25.0
32686,50.88,0.6200000000000045,25.0
32713,50.56,5.830000000000005,25.0
32743,50.29,0.75,25.0
32820,57.09,1.3300000000000054,25.0
32859,53.75,1.75,25.0
32926,53.66,3.029999999999994,25.0
32986,50.96,4.840000000000003,25.0
33042,58.62,9.759999999999998,25.0
33109,53.13,1.2700000000000031,25.0
33147,52.03,4.75,25.0
33184,52.33,1.25,25.0
33241,52.58,2.019999999999996,25.0
33316,53.8,0.3200000000000003,25.0
33343,52.91,1.1999999999999957,25.0
33393,56.36,4.100000000000001,25.0
33421,49.86,2.8999999999999986,25.0
33441,49.43,0.7100000000000009,25.0
33477,50.8,2.529999999999994,25.0
33525,54.69,0.6099999999999994,25.0
33565,54.98,2.0899999999999963,25.0
33643,58.08,3.4399999999999977,25.0
33721,51.07,5.100000000000001,25.0
33769,51.58,1.5,25.0
33826,56.58,2.75,25.0
33865,55.22,3.6799999999999997,25.0
33904,55.04,1.8900000000000006,25.0
33961,50.61,0.28999999999999915,25.0
34000,54.03,4.960000000000001,25.0
34039,56.76,3.539999999999999,25.0
34057,56.18,1.0,25.0
34107,53.4,3.299999999999997,25.0
34125,53.18,1.8599999999999994,25.0
34173,47.56,0.25,25.0
34192,47.24,3.480000000000004,25.0
34210,52.45,6.630000000000003,25.0
34240,54.82,7.049999999999997,25.0
34270,56.03,4.399999999999999,25.0
34339,56.14,1.240000000000002,25.0
34380,52.13,0.03999999999999915,25.0
34399,53.77,3.3400000000000034,25.0
34468,51.69,2.9399999999999977,25.0
34497,52.82,6.670000000000002,25.0
34526,55.78,0.8700000000000045,25.0
34554,54.43,1.2100000000000009,25.0
34632,55.86,1.75,25.0
34661,48.45,0.980000000000004,25.0
34679,50.83,7.030000000000001,25.0
34736,55.39,5.270000000000003,25.0
34755,58.69,4.839999999999996,25.0
34794,55.32,5.020000000000003,25.0
34881,54.92,0.030000000000001137,25.0
34911,49.08,5.839999999999996,25.0
34931,50.19,4.759999999999998,25.0
34980,55.15,3.1700000000000017,25.0
34998,56.68,3.3800000000000026,25.0
35028,57.6,3.1600000000000037,25.0
35057,53.76,3.0700000000000003,25.0
35105,53.68,1.7000000000000028,25.0
35143,48.47,6.089999999999996,25.0
35163,51.79,4.560000000000002,25.0
35181,52.35,3.719999999999999,25.0
35250,60.2,5.490000000000002,25.0
35277,59.88,2.520000000000003,25.0
35327,51.52,2.6200000000000045,25.0
35355,54.56,5.050000000000004,25.0
35405,50.26,6.009999999999998,25.0
35424,54.72,5.68,25.0
35454,53.27,0.6000000000000014,25.0
35483,59.32,6.469999999999999,25.0
35513,57.96,0.35999999999999943,25.0
35532,51.56,1.2700000000000031,25.0
35552,52.74,4.57,25.0
35601,57.49,2.0500000000000043,25.0
35651,53.21,2.25,25.0
35721,56.15,2.240000000000002,25.0
35751,59.11,3.6099999999999994,25.0
35808,54.02,1.5700000000000003,25.0
35829,53.48,0.8099999999999952,25.0
35858,56.63,7.109999999999999,25.0
35916,52.4,0.44999999999999574,25.0
35934,49.89,2.049999999999997,25.0
36002,63.43,5.539999999999999,25.0
36069,54.65,2.75,25.0
36149,50.06,2.75,20.0
